orderID,candidate_address,score,explanation
4777828,13 Grundy Cres,1.0480914115905762,abs subject age diff impact = 1.66; same property type = matched; subject age diff impact = 0.94
4777828,77 Taylor Dr,0.8661133646965027,abs subject age diff impact = 1.73; same property type = matched; subject age diff impact = 0.71
4778326,164 Sandpiper Cir NW,2.539337158203125,same property type = matched; effective age diff impact = 0.97; abs subject age diff impact = 0.81
4778326,123 Sandringham Pl NW,2.039041042327881,same property type = matched; abs subject age diff impact = 0.92; gla diff impact = 0.70
4778326,108 Macewan Park Green NW,1.058785319328308,same property type = matched; abs subject age diff impact = 0.77; gla diff impact = 0.74
4778535,1521 27 Ave SW,2.46563982963562,same property type = matched; effective age diff impact = 1.22; gla diff impact = 0.65
4778535,4724 Stanley Rd SW,2.259211540222168,effective age diff impact = 1.67; same property type = matched; sold recently impact = 1.10
4778535,1527 28 Ave SW,1.424070119857788,same property type = matched; effective age diff impact = 0.95; room count diff impact = 0.70
4778557,56 Douglasview Rise SE,3.097071647644043,same property type = matched; abs room count diff impact = 0.85; abs subject age diff impact = 0.78
4778557,3617 Douglas Woods Hts SE,2.909980535507202,same property type = matched; abs room count diff impact = 0.81; effective age diff impact = 0.68
4778557,739 Queensland Dr SE,1.6518006324768066,same property type = matched; effective age diff impact = 1.27; abs room count diff impact = 0.51
4778791,403-501 Frontenac St,3.655104875564575,same property type = matched; effective age diff impact = 1.52; gla diff impact = 0.61
4778791,920-652 Princess St,2.8193562030792236,effective age diff impact = 1.70; same property type = matched; abs bath score diff impact = 0.70
4778791,701-121 Queen St,2.059741258621216,effective age diff impact = 1.77; same property type = matched; gla diff impact = 0.67
4778794,403-501 Frontenac St,3.655104875564575,same property type = matched; effective age diff impact = 1.51; gla diff impact = 0.66
4778794,920-652 Princess St,2.8193562030792236,effective age diff impact = 1.73; same property type = matched; abs bath score diff impact = 0.69
4778794,701-121 Queen St,2.059741258621216,effective age diff impact = 1.80; same property type = matched; gla diff impact = 0.63
4778797,403-501 Frontenac St,2.8328826427459717,same property type = matched; effective age diff impact = 1.60; abs room count diff impact = 0.49
4778797,920-652 Princess St,2.5015506744384766,effective age diff impact = 1.78; same property type = matched; abs gla diff impact = 0.62
4778797,701-121 Queen St,1.4675052165985107,same property type = matched; effective age diff impact = 1.32; abs bath score diff impact = 0.70
4779669,61 Bush Clover Cres,3.614074230194092,same property type = matched; effective age diff impact = 0.86; gla diff impact = 0.80
4779669,85 Eastforest Trail,3.5476601123809814,same property type = matched; effective age diff impact = 0.88; abs room count diff impact = 0.80
4779669,7 Peach Blossom Cres,1.5512102842330933,same property type = matched; abs subject age diff impact = 1.00; gla diff impact = 0.80
